khasra_no,village,project,stage,sec_11_date,days_elapsed_sec11,statutory_days_left,unpartitioned_khata,court_stay,forest_clearance,circle_to_market_ratio,disbursement_pct,delay_days,risk_tier,status_color
KH-988/2,Fatehpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-02-01,335,30,1,0,Approved,0.84,24.3,136,High,red
KH-695/7,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-12-10,388,-23,0,0,Not Required,0.91,0.0,0,Low,green
KH-195/8,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-10-27,432,-67,0,0,Not Required,1.0,0.0,0,Low,green
KH-846/3,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2024-07-12,173,192,1,0,Not Required,0.51,0.0,187,Critical,red
KH-246/2,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-01-22,345,20,0,0,Approved,1.08,36.5,2,Low,green
KH-927/1,Sultanpur,NH-44 Expansion,Award Enquiry,2024-06-04,211,154,0,0,Pending,0.41,83.7,203,Critical,red
KH-742/1,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-03-15,292,73,1,1,Not Required,0.92,0.0,289,Critical,red
KH-676/8,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-07-01,184,181,1,0,Not Required,0.74,13.5,172,High,red
KH-226/1,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-03-14,293,72,0,0,Not Required,0.61,0.0,1,Low,green
KH-245/1,Kalyanpur,NH-44 Expansion,Section 15 (Hearing),2024-05-13,233,132,0,0,Not Required,0.67,0.0,0,Low,green
KH-800/7,Fatehpur,NH-44 Expansion,Award Enquiry,2024-09-22,101,264,0,0,Pending,1.09,44.6,68,Medium,yellow
KH-221/6,Rampur,NH-44 Expansion,Possession Taken,2024-10-01,92,273,0,0,Pending,0.52,100.0,166,High,green
KH-253/5,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-10-25,68,297,1,0,Approved,0.59,22.5,225,Critical,red
KH-178/1,Shahpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-07-07,178,187,1,0,Not Required,0.5,0.0,231,Critical,red
KH-537/5,Kalyanpur,NH-44 Expansion,Section 19 (Declaration),2024-10-13,80,285,1,0,Not Required,0.53,18.5,199,Critical,red
KH-523/6,Kalyanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-05-17,229,136,0,0,Not Required,0.78,65.0,0,Low,green
KH-335/7,Rampur,PMGSY Phase-3 Link Road,Possession Taken,2024-02-26,310,55,1,0,Not Required,0.94,100.0,124,High,green
KH-102/4,Shahpur,NH-44 Expansion,Section 19 (Declaration),2024-03-07,300,65,0,0,Pending,0.73,38.7,49,Medium,yellow
KH-969/3,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-10-17,442,-77,0,0,Not Required,1.0,0.0,0,Low,green
KH-157/3,Rampur,Delhi-Amritsar Expressway,Award Enquiry,2023-12-08,390,-25,0,0,Approved,0.42,92.7,72,Medium,yellow
KH-708/3,Rampur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-10-06,87,278,1,0,Approved,0.46,7.7,221,Critical,red
KH-861/3,Fatehpur,Dedicated Freight Corridor,Award Enquiry,2024-05-21,225,140,1,0,Not Required,0.91,20.5,179,High,red
KH-259/1,Fatehpur,NH-44 Expansion,Possession Taken,2023-11-29,399,-34,0,0,Approved,0.52,100.0,92,High,green
KH-667/5,Sultanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-15,231,134,1,0,Not Required,1.05,0.0,149,High,red
KH-228/4,Mehrauli Dehat,NH-44 Expansion,Section 15 (Hearing),2024-05-31,215,150,1,0,Pending,0.53,0.0,323,Critical,red
KH-420/7,Shahpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-11-20,42,323,1,0,Approved,0.96,0.0,169,High,red
KH-206/2,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-08-17,137,228,1,0,Approved,0.6,0.0,146,High,red
KH-111/5,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-08-16,138,227,1,0,Approved,0.59,0.0,242,Critical,red
KH-195/5,Rampur,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-28,218,147,0,1,Not Required,0.75,50.4,255,Critical,red
KH-517/9,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-02-21,315,50,0,0,Not Required,0.96,0.0,0,Low,green
KH-138/5,Kalyanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-11-07,55,310,1,0,Not Required,1.02,8.3,136,High,red
KH-264/9,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2023-11-11,417,-52,0,0,Not Required,0.49,48.9,100,High,red
KH-829/7,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-02-11,325,40,1,0,Approved,0.45,100.0,196,Critical,green
KH-924/1,Kalyanpur,Dedicated Freight Corridor,Possession Taken,2023-11-05,423,-58,1,0,Pending,0.95,100.0,176,High,green
KH-402/3,Rampur,Dedicated Freight Corridor,Possession Taken,2024-06-14,201,164,1,0,Pending,0.65,100.0,180,Critical,green
KH-584/5,Shahpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-10-15,78,287,0,0,Not Required,1.08,0.0,0,Low,green
KH-393/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-06-13,202,163,0,0,Pending,0.76,70.6,69,Medium,yellow
KH-618/8,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2024-01-23,344,21,1,0,Approved,0.44,100.0,222,Critical,green
KH-262/7,Shahpur,NH-44 Expansion,Section 15 (Hearing),2024-06-02,213,152,0,1,Not Required,1.01,0.0,165,High,red
KH-647/8,Rampur,NH-44 Expansion,Section 15 (Hearing),2023-12-09,389,-24,0,0,Approved,0.48,0.0,78,Medium,yellow
KH-436/2,Bhatinda Khurd,Dedicated Freight Corridor,Possession Taken,2024-04-13,263,102,1,0,Not Required,0.55,100.0,185,Critical,green
KH-755/4,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2023-11-17,411,-46,1,0,Approved,0.67,100.0,126,High,green
KH-123/7,Bhatinda Khurd,Dedicated Freight Corridor,Section 15 (Hearing),2024-11-05,57,308,1,0,Not Required,0.5,0.0,192,Critical,red
KH-319/5,Kalyanpur,NH-44 Expansion,Section 11 (Notice),2024-05-12,234,131,1,0,Approved,0.64,0.0,114,High,red
KH-529/8,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-06-19,196,169,1,0,Approved,1.04,25.0,105,High,red
KH-303/2,Fatehpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-01-12,355,10,1,0,Not Required,1.09,37.9,152,High,red
KH-424/2,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-03-26,281,84,1,0,Not Required,0.91,39.6,115,High,red
KH-692/2,Rampur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-05-16,230,135,0,0,Not Required,0.89,0.0,17,Low,green
KH-321/6,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-12-10,22,343,0,0,Pending,0.66,100.0,83,Medium,green
KH-816/8,Fatehpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-05-21,225,140,1,0,Not Required,0.65,34.0,146,High,red
KH-216/3,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-09-18,105,260,0,0,Pending,0.79,40.6,67,Medium,yellow
KH-805/7,Fatehpur,Dedicated Freight Corridor,Possession Taken,2024-10-28,65,300,1,0,Approved,1.1,100.0,120,High,green
KH-657/2,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2024-02-24,312,53,0,0,Not Required,0.96,100.0,29,Low,green
KH-316/4,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2024-06-05,210,155,0,0,Approved,0.48,100.0,92,High,green
KH-912/8,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-06-09,206,159,0,0,Not Required,0.95,0.0,0,Low,green
KH-774/5,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-12-15,17,348,0,0,Not Required,1.03,0.0,0,Low,green
KH-257/6,Shahpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-09-21,102,263,0,0,Not Required,1.07,94.5,0,Low,green
KH-948/1,Shahpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-01-27,340,25,0,0,Pending,0.67,0.0,106,High,red
KH-201/3,Sultanpur,NH-44 Expansion,Possession Taken,2023-11-12,416,-51,0,0,Approved,0.67,100.0,10,Low,green
KH-430/4,Rampur,NH-44 Expansion,Section 11 (Notice),2024-05-08,238,127,0,0,Approved,0.41,0.0,58,Medium,yellow
KH-656/2,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-12-03,395,-30,0,0,Not Required,0.91,0.0,8,Low,green
KH-768/4,Bhatinda Khurd,Delhi-Amritsar Expressway,Possession Taken,2023-10-14,445,-80,0,1,Not Required,0.57,100.0,312,Critical,green
KH-247/1,Fatehpur,NH-44 Expansion,Section 11 (Notice),2024-04-26,250,115,0,0,Pending,1.05,0.0,52,Medium,yellow
KH-284/2,Rampur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2023-10-15,444,-79,0,0,Approved,0.55,36.5,41,Medium,yellow
KH-740/2,Kalyanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-07-10,175,190,1,0,Not Required,0.84,20.8,90,High,red
KH-721/1,Rampur,Dedicated Freight Corridor,Section 19 (Declaration),2024-04-14,262,103,0,0,Not Required,1.1,69.0,0,Low,green
KH-720/1,Sultanpur,NH-44 Expansion,Possession Taken,2024-03-30,277,88,0,0,Not Required,0.93,100.0,0,Low,green
KH-322/1,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-11-05,57,308,1,1,Approved,0.91,0.0,316,Critical,red
KH-194/6,Fatehpur,Dedicated Freight Corridor,Award Enquiry,2023-12-02,396,-31,0,0,Pending,0.97,58.3,116,High,red
KH-277/4,Fatehpur,Dedicated Freight Corridor,Award Enquiry,2024-10-26,67,298,0,0,Approved,0.81,79.8,0,Low,green
KH-839/8,Mehrauli Dehat,PMGSY Phase-3 Link Road,Award Enquiry,2024-02-16,320,45,0,0,Not Required,0.92,83.0,8,Low,green
KH-539/4,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-01-29,338,27,0,1,Not Required,0.97,59.2,173,High,red
KH-519/5,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2024-12-02,30,335,1,0,Approved,0.48,33.3,196,Critical,red
KH-772/6,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-10-16,77,288,0,0,Approved,0.41,74.7,81,Medium,yellow
KH-914/6,Kalyanpur,NH-44 Expansion,Award Enquiry,2024-07-25,160,205,1,1,Not Required,0.82,23.5,381,Critical,red
KH-926/2,Sultanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-07-08,177,188,0,1,Approved,0.97,42.9,177,High,red
KH-381/7,Rampur,NH-44 Expansion,Award Enquiry,2024-09-21,102,263,1,0,Approved,0.82,25.7,122,High,red
KH-759/1,Mehrauli Dehat,Dedicated Freight Corridor,Section 15 (Hearing),2023-10-14,445,-80,1,0,Not Required,1.08,0.0,122,High,red
KH-381/6,Shahpur,Dedicated Freight Corridor,Award Enquiry,2024-11-07,55,310,0,0,Not Required,0.79,50.4,4,Low,green
KH-813/8,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2024-02-05,331,34,0,1,Not Required,0.47,44.6,189,Critical,red
KH-804/7,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-09-11,112,253,1,0,Approved,0.91,0.0,154,High,red
KH-105/1,Bhatinda Khurd,NH-44 Expansion,Section 11 (Notice),2024-11-23,39,326,1,0,Not Required,1.06,0.0,79,Medium,yellow
KH-910/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-02-23,313,52,0,0,Approved,0.72,0.0,20,Low,green
KH-557/2,Sultanpur,Delhi-Amritsar Expressway,Possession Taken,2024-04-17,259,106,1,0,Not Required,0.86,100.0,107,High,green
KH-331/2,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-06-20,195,170,0,0,Not Required,0.79,0.0,28,Low,green
KH-852/4,Fatehpur,NH-44 Expansion,Section 11 (Notice),2024-04-08,268,97,0,0,Approved,0.44,0.0,53,Medium,yellow
KH-494/4,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2024-09-02,121,244,0,0,Not Required,0.97,79.5,0,Low,green
KH-419/8,Fatehpur,Delhi-Amritsar Expressway,Possession Taken,2024-10-24,69,296,0,0,Approved,1.04,100.0,0,Low,green
KH-563/9,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-11-12,50,315,0,0,Not Required,0.59,0.0,57,Medium,yellow
KH-572/2,Fatehpur,NH-44 Expansion,Section 15 (Hearing),2024-12-09,23,342,0,0,Not Required,1.03,0.0,7,Low,green
KH-371/2,Sultanpur,NH-44 Expansion,Section 19 (Declaration),2024-05-11,235,130,0,0,Approved,0.55,55.8,72,Medium,yellow
KH-379/6,Rampur,NH-44 Expansion,Award Enquiry,2023-12-09,389,-24,1,0,Pending,1.05,11.8,187,Critical,red
KH-722/8,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-01-04,363,2,1,0,Pending,0.43,0.0,349,Critical,red
KH-644/2,Bhatinda Khurd,Delhi-Amritsar Expressway,Possession Taken,2023-12-25,373,-8,1,0,Not Required,0.9,100.0,136,High,green
KH-943/5,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2023-11-11,417,-52,0,0,Approved,0.54,0.0,71,Medium,yellow
KH-851/1,Rampur,Delhi-Amritsar Expressway,Possession Taken,2023-12-25,373,-8,0,0,Not Required,0.84,100.0,5,Low,green
KH-797/2,Kalyanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-04-28,248,117,1,0,Approved,0.5,5.4,216,Critical,red
KH-370/2,Kalyanpur,NH-44 Expansion,Possession Taken,2024-06-20,195,170,0,0,Pending,1.08,100.0,96,High,green
KH-117/5,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-04-04,272,93,1,0,Not Required,0.52,100.0,150,High,green
KH-459/9,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-06-14,201,164,0,0,Approved,0.72,83.8,0,Low,green
KH-630/8,Rampur,Dedicated Freight Corridor,Possession Taken,2023-12-11,387,-22,0,0,Approved,0.85,100.0,0,Low,green
KH-325/3,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-08-14,140,225,1,0,Pending,0.8,0.0,251,Critical,red
KH-298/7,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-02-01,335,30,0,0,Not Required,0.88,88.4,0,Low,green
KH-639/3,Bhatinda Khurd,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-31,215,150,0,0,Not Required,0.81,91.4,0,Low,green
KH-693/9,Fatehpur,Dedicated Freight Corridor,Possession Taken,2024-10-16,77,288,0,1,Not Required,0.7,100.0,274,Critical,green
KH-455/5,Rampur,NH-44 Expansion,Award Enquiry,2024-01-02,365,0,1,0,Approved,0.5,28.8,228,Critical,red
KH-410/8,Bhatinda Khurd,NH-44 Expansion,Section 19 (Declaration),2024-12-10,22,343,0,0,Not Required,0.72,44.1,9,Low,green
KH-600/5,Rampur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-01-14,353,12,0,0,Approved,0.98,33.2,14,Low,green
KH-887/9,Kalyanpur,NH-44 Expansion,Section 19 (Declaration),2024-10-05,88,277,1,0,Approved,1.1,11.9,179,High,red
KH-132/8,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2024-05-15,231,134,0,0,Not Required,0.68,88.8,3,Low,green
KH-546/6,Shahpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-08-11,143,222,0,0,Approved,0.49,0.0,68,Medium,yellow
KH-404/8,Sultanpur,Delhi-Amritsar Expressway,Award Enquiry,2023-11-13,415,-50,0,0,Pending,1.01,58.4,70,Medium,yellow
KH-615/6,Mehrauli Dehat,Dedicated Freight Corridor,Award Enquiry,2024-04-23,253,112,1,0,Pending,0.69,19.4,246,Critical,red
KH-531/2,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-07-16,169,196,1,0,Not Required,0.95,100.0,164,High,green
KH-656/5,Rampur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-05-25,221,144,0,1,Pending,0.87,0.0,393,Critical,red
KH-959/1,Rampur,NH-44 Expansion,Section 19 (Declaration),2023-10-20,439,-74,0,0,Approved,1.09,37.0,13,Low,green
KH-679/8,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2024-10-16,77,288,0,0,Pending,0.92,0.0,103,High,red
KH-818/4,Sultanpur,Delhi-Amritsar Expressway,Possession Taken,2023-12-04,394,-29,1,0,Pending,1.08,100.0,209,Critical,green
KH-258/5,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2023-11-01,427,-62,1,0,Approved,0.74,0.0,278,Critical,red
KH-206/8,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2024-11-19,43,322,0,0,Not Required,1.05,49.5,0,Low,green
KH-340/9,Bhatinda Khurd,PMGSY Phase-3 Link Road,Possession Taken,2024-10-15,78,287,1,0,Not Required,0.7,100.0,179,High,green
KH-623/9,Kalyanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-07-22,163,202,0,0,Approved,0.6,36.5,3,Low,green
KH-381/7,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-05-18,228,137,1,0,Not Required,0.97,10.2,123,High,red
KH-111/5,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-06-19,196,169,0,0,Not Required,1.07,0.0,0,Low,green
KH-383/1,Kalyanpur,Dedicated Freight Corridor,Possession Taken,2024-04-04,272,93,1,0,Not Required,0.55,100.0,254,Critical,green
KH-771/3,Bhatinda Khurd,Dedicated Freight Corridor,Award Enquiry,2023-12-17,381,-16,0,0,Approved,1.0,39.1,21,Low,green
KH-503/2,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-04-20,256,109,0,0,Not Required,0.82,41.7,10,Low,green
KH-774/9,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-02-20,316,49,0,0,Not Required,1.07,52.6,5,Low,green
KH-146/1,Shahpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-10-29,64,301,1,0,Approved,0.87,0.0,174,High,red
KH-878/4,Shahpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-09-19,104,261,0,0,Approved,0.91,0.0,11,Low,green
KH-483/1,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2023-12-26,372,-7,1,0,Not Required,0.71,0.0,196,Critical,red
KH-548/5,Kalyanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-05-09,237,128,0,0,Pending,0.97,0.0,119,High,red
KH-124/2,Kalyanpur,NH-44 Expansion,Section 15 (Hearing),2024-12-15,17,348,0,0,Not Required,0.65,0.0,0,Low,green
KH-173/6,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-10-18,441,-76,0,0,Not Required,0.55,0.0,75,Medium,yellow
KH-672/3,Shahpur,NH-44 Expansion,Award Enquiry,2024-05-13,233,132,0,0,Not Required,0.84,86.8,2,Low,green
KH-629/5,Rampur,NH-44 Expansion,Award Enquiry,2024-08-21,133,232,0,1,Not Required,0.44,65.1,225,Critical,red
KH-948/5,Mehrauli Dehat,Dedicated Freight Corridor,Section 11 (Notice),2024-09-28,95,270,0,0,Not Required,1.08,0.0,0,Low,green
KH-973/9,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2024-02-05,331,34,1,0,Not Required,0.44,29.4,176,High,red
KH-369/1,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-08-06,148,217,0,0,Approved,0.54,87.7,27,Low,green
KH-851/6,Shahpur,NH-44 Expansion,Section 15 (Hearing),2024-04-09,267,98,0,0,Approved,0.45,0.0,87,Medium,yellow
KH-182/9,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-12-13,385,-20,0,0,Pending,0.43,32.3,157,High,red
KH-410/4,Rampur,NH-44 Expansion,Section 11 (Notice),2023-11-17,411,-46,1,0,Not Required,0.95,0.0,221,Critical,red
KH-798/1,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-06-02,213,152,1,0,Not Required,0.94,0.0,146,High,red
KH-662/3,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-02-06,330,35,1,1,Not Required,1.09,0.0,463,Critical,red
KH-159/4,Kalyanpur,NH-44 Expansion,Possession Taken,2024-12-12,20,345,0,0,Pending,0.56,100.0,174,High,green
KH-144/6,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-10-12,81,284,1,0,Not Required,0.82,21.8,109,High,red
KH-656/4,Mehrauli Dehat,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-04,242,123,1,0,Approved,0.9,0.0,146,High,red
KH-769/4,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2023-12-26,372,-7,1,0,Approved,0.78,8.7,138,High,red
KH-308/3,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-12-04,394,-29,0,0,Pending,0.79,38.0,115,High,red
KH-340/8,Fatehpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-12-07,25,340,0,1,Approved,0.75,0.0,143,High,red
KH-407/2,Rampur,Dedicated Freight Corridor,Possession Taken,2024-06-04,211,154,0,0,Not Required,0.75,100.0,15,Low,green
KH-145/4,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-01-15,352,13,0,0,Not Required,0.7,0.0,0,Low,green
KH-654/6,Rampur,Dedicated Freight Corridor,Section 19 (Declaration),2023-10-30,429,-64,0,0,Approved,0.93,44.1,23,Low,green
KH-901/1,Shahpur,NH-44 Expansion,Possession Taken,2024-06-02,213,152,1,0,Not Required,1.07,100.0,177,High,green
KH-836/9,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2024-04-22,254,111,1,0,Not Required,0.92,37.4,120,High,red
KH-798/5,Rampur,Delhi-Amritsar Expressway,Possession Taken,2024-07-19,166,199,1,0,Approved,0.64,100.0,123,High,green
KH-375/5,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-07-13,172,193,0,0,Approved,0.8,0.0,0,Low,green
KH-283/8,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-12-13,19,346,1,0,Pending,0.73,38.8,262,Critical,red
KH-159/2,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-05-06,240,125,0,0,Approved,0.53,0.0,49,Medium,yellow
KH-332/3,Kalyanpur,NH-44 Expansion,Section 15 (Hearing),2024-10-20,73,292,0,0,Not Required,0.86,0.0,0,Low,green
KH-550/6,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2023-12-18,380,-15,0,1,Approved,1.09,0.0,334,Critical,red
KH-145/4,Bhatinda Khurd,NH-44 Expansion,Section 11 (Notice),2024-04-02,274,91,1,0,Approved,0.71,0.0,141,High,red
KH-684/6,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-01-24,343,22,1,1,Approved,0.7,0.0,428,Critical,red
KH-401/1,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-07-22,163,202,0,0,Not Required,1.05,0.0,14,Low,green
KH-623/9,Shahpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-06-07,208,157,1,0,Not Required,0.98,0.0,98,High,red
KH-880/2,Rampur,Delhi-Amritsar Expressway,Possession Taken,2024-04-04,272,93,0,0,Not Required,1.1,100.0,12,Low,green
KH-651/2,Shahpur,NH-44 Expansion,Possession Taken,2024-04-20,256,109,0,1,Approved,0.86,100.0,280,Critical,green
KH-956/5,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2023-11-04,424,-59,0,0,Approved,0.94,0.0,0,Low,green
KH-866/2,Fatehpur,Delhi-Amritsar Expressway,Award Enquiry,2023-12-08,390,-25,0,0,Approved,1.07,56.6,0,Low,green
KH-178/6,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2024-08-22,132,233,1,0,Approved,0.71,100.0,156,High,green
KH-720/5,Shahpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-07-10,175,190,0,1,Approved,0.48,56.6,338,Critical,red
KH-891/4,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-09-23,100,265,0,0,Not Required,0.48,0.0,84,Medium,yellow
KH-581/2,Kalyanpur,NH-44 Expansion,Award Enquiry,2024-12-05,27,338,1,0,Approved,0.88,39.6,106,High,red
KH-497/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2023-12-27,371,-6,0,0,Pending,0.79,76.3,43,Medium,yellow
KH-444/2,Fatehpur,NH-44 Expansion,Section 11 (Notice),2023-12-05,393,-28,1,0,Not Required,1.04,0.0,275,Critical,red
KH-858/7,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-12-08,390,-25,0,0,Not Required,0.53,0.0,85,Medium,yellow
KH-764/8,Mehrauli Dehat,Dedicated Freight Corridor,Award Enquiry,2024-09-18,105,260,0,0,Not Required,0.76,68.2,0,Low,green
KH-677/9,Sultanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-07-05,180,185,0,0,Not Required,0.67,79.2,10,Low,green
KH-384/6,Rampur,Dedicated Freight Corridor,Section 19 (Declaration),2024-09-24,99,266,0,0,Approved,0.48,47.8,64,Medium,yellow
KH-365/2,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-10-29,64,301,0,1,Pending,0.54,0.0,468,Critical,red
KH-918/4,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-06-11,204,161,0,1,Pending,0.54,0.0,459,Critical,red
KH-402/2,Fatehpur,NH-44 Expansion,Award Enquiry,2024-05-10,236,129,1,0,Not Required,0.75,8.0,91,High,red
KH-180/4,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-09-28,95,270,0,0,Not Required,0.75,47.9,6,Low,green
KH-895/2,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2024-05-10,236,129,1,0,Approved,0.47,0.0,228,Critical,red
KH-776/1,Fatehpur,NH-44 Expansion,Section 15 (Hearing),2024-10-08,85,280,1,0,Pending,0.81,0.0,206,Critical,red
KH-596/3,Fatehpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-10-11,82,283,0,0,Not Required,0.54,86.9,79,Medium,yellow
KH-282/1,Mehrauli Dehat,Dedicated Freight Corridor,Possession Taken,2024-06-06,209,156,0,0,Not Required,0.84,100.0,0,Low,green
KH-643/3,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-01-10,357,8,1,0,Not Required,0.74,32.9,145,High,red
KH-402/2,Kalyanpur,NH-44 Expansion,Section 19 (Declaration),2024-05-17,229,136,1,0,Not Required,1.08,16.4,171,High,red
KH-426/2,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-11-17,411,-46,1,0,Approved,1.02,0.0,160,High,red
KH-129/5,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2024-11-16,46,319,0,0,Approved,0.79,51.0,7,Low,green
